Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
Cbc News,The volunteer-run organization has closed its doors due to concerns around COVID-19. It serves up to 150 residents on a bi-weekly basis.,2020-03-16 20:20:00,The Thunder Bay Food Bank has closed indefinitely due to staffing concerns amid the COVID-19 outbreak. The volunteer-run organization closed its doors on Monday,Thunder Bay food bank closes indefinitely amid COVID-19 concerns,March 16
"",2020-03-20 13:10:00,denials,Some Canadians looking defer mortgage payments due to COVID-19 say they are facing delays and denials and say the process isnt nearly as straightforward as the government and big banks have made it out to be.,Frustrated Canadians looking for mortgage deferrals from big banks facing delays,Some Canadians looking to defer mortgage payments due to COVID-19 say they are facing delays
Cbc News,2020-03-25 10:56:00,says premier,Premier Dwight Ball says help will be coming for renters in Newfoundland and Labrador as people prepare to pay rent whether they are working or not during the provinces public health emergency caused by COVID-19.,Renter relief for COVID-19 related issues coming,Premier Dwight Ball says help is coming from the provincial and federal governments for renters in Newfoundland and Labrador.  (CBC) Premier Dwight Ball said help will be coming for renters in Newfoundland and Labrador as the first of the month draws closer and people will be preparing to pay rent
"",2020-03-21 05:29:00,land and port — with limited exceptions,In a press release Friday evening the N.W.T chief public health officer announced she intends to restrict all travel,N.W.T. to close borders to all inbound travel by air,with limited exceptions
Cbc News,University of Manitoba researcher Dr. Brian Mark is studying coronavirus in the hopes of developing an antiviral drug or a vaccine to stop the spread of COVID-19.,2020-03-12 03:50:00,A Winnipeg-based researcher is playing a key role in a national effort to prevent the spread of COVID-19. University of Manitoba scientist Dr. Brian Mark is studying the molecular biology of novel coronavirus to find weakness that can be targeted for developing antiviral drugs and vaccines. What has to happen now is to reduce the rate of the spread so that the health-care system can cope with the number of infected people,University of Manitoba scientist part of team working to develop drugs to fight COVID-19,he told CBCs Janet Stewart. Mark
"",public from COVID-19,Manitoba real estate groups say to protect clients,2020-03-24 03:59:00,Stop holding open houses,Three real estate associations in the province are calling on realtors to stop inviting clients to open houses as the pandemic situation escalates in Manitoba.
Cbc News,London police are closing the door of their headquarters effective immediately. The move is to protect the public and their staff against the spread of COVID-19.,2020-03-23 21:29:00,As businesses and services continue to shutter across the city,London police headquarters closed to the public,London police are closing the doors of their headquarters to the public. Police say the decision was made as an effort to protect the public and their staff against the spread of COVID-19. The London Police Service continues to consult with public health officials in making decisions that balance the need to provide community safety while maintaining the health and safety of our members
Paul Palmeter Is An Award-Winning Video Journalist Born,Olympic decision could end career of world champion paddler Mark de Jonge,Sports Stories Across The Province For Years.,2020-03-24 12:01:00,Raised In The Annapolis Valley. He Has Covered News,The decision Tuesday to postpone the 2020 Summer Olympic Games in Tokyo for a year due to the COVID-19 pandemic could spell the end of the successful career of Halifax-based world champion paddler Mark de Jonge.
Paul Palmeter Is An Award-Winning Video Journalist Born,Olympic decision could end career of world champion paddler Mark de Jonge,Sports Stories Across The Province For Years.,2020-03-24 12:01:00,Raised In The Annapolis Valley. He Has Covered News,The decision Tuesday to postpone the 2020 Summer Olympic Games in Tokyo for a year due to the COVID-19 pandemic could spell the end of the successful career of Halifax-based world champion paddler Mark de Jonge.
"",A 7-Eleven store in downtown Calgary has been temporarily closed,2020-03-24 03:49:00,after a worker was confirmed to have COVID-19.,7-Eleven store in downtown Calgary temporarily closed after worker tests positive for COVID-19,A 7-Eleven store in downtown Calgary has been temporarily closed after a worker was confirmed to have COVID-19. 7-Eleven is advising anyone who visited the store
Cbc News,NLTA president Dean Ingram said teachers are a little confused about some of the details,2020-03-20 11:34:00,but they are generally happy with the decision to end the K-9 school year.,What exactly are K-9 teachers supposed to do now? Details still in the works,Newfoundland and Labrador Teachers Association president Dean Ingram said his members are a little confused about some details but are generally happy with a decision to pass all K-9 students regardless of whether or not classes continue. We think its the right decision
Cbc News,2020-03-24 22:09:00,says ER doctor,Emergency room physician Trevor Jain says the Queen Elizabeth Hospital in Charlottetown is preparing for potential COVID-19 patients.,QEH prepared for potential COVID-19 cases,Emergency room physician Trevor Jain says the Queen Elizabeth Hospital in Charlottetown is doing well in its preparation for what they are expecting will be a surge in COVID-19 patients.  Jain has a strong background in military and disaster medicine
Rachel Cave Is A Cbc Reporter Based In Saint John,2020-03-17 09:00:00,Hospital staff report theft of supplies used to control spread of COVID-19,Members of the New Brunswick Nurses Union have raised an alarm about people stealing masks,New Brunswick.,gloves and hand sanitizer from New Brunswick healthcare facilities.
The Associated Press,Israels president on Sunday said he has decided to give opposition leader Benny Gantz the first opportunity to form a new government,2020-03-15 18:39:00,following an inconclusive national election this month. The decision raises questions about Prime Minister Benjamin Netanyahus political future.,Netanyahus political future uncertain after challenger Gantz chosen to form new Israeli government,Israels president on Sunday said he has decided to give opposition leader Benny Gantz the first opportunity to form a new government
"",A Manitoban who has been in China for nearly three months says the country is finally beginning to return to normal as the COVID-19 outbreak slows down in that part of the world — a glimmer of hope as other parts of the world struggle to contain its spread.,2020-03-24 04:01:00,A Manitoban who has been in China for nearly three months says the country is finally beginning to return to normal as the COVID-19 outbreak slows down in that part of the world — a glimmer of hope as other parts of the world struggle to contain its spread. Im seeing a lot of people are starting to take off the face mask because things have relaxed a lot,Manitoba man in China offers glimmer of optimism on COVID-19 pandemic,Bruce Benson told CBCs Information Radio on Monday
